layer,position,p10,p50,p90,mean,std
8,4,2.3283384323120115,5.672739505767822,10.87199592590332,6.321205827593803,3.734139129451437
8,5,2.207370901107788,5.654914379119873,11.02860174179077,6.294732299049695,3.8532049481017863
8,6,2.2813815593719484,5.350125074386597,10.413594055175782,6.007301596403122,3.6585195373816424
8,7,2.2583600521087646,5.418126106262207,10.770136451721191,6.111229454742538,3.7377402377178823
8,8,2.0090447425842286,5.028591156005859,10.80046157836914,5.8881448306639985,3.8448961097083356
8,9,2.047361373901367,5.042577743530273,10.755234909057616,5.870202780299716,3.8550168820454753
8,10,2.0759292602539063,4.960828542709351,10.84420404434204,5.850790102216933,3.8130072529945314
8,11,1.903092384338379,4.800682067871094,10.408595943450926,5.6173275638951194,3.718450078794867
8,12,1.8266977787017822,4.641269207000732,10.36702013015747,5.551001304123137,3.7013578860132172
8,13,1.6661261081695558,4.404611587524414,9.951135730743408,5.254149914118979,3.70481472298944
8,14,1.6615718841552736,4.272208213806152,9.812637519836425,5.179507730338308,3.6615039517040207
8,15,1.5993120193481447,4.189586639404297,9.578682613372798,5.036559696727329,3.638745043479349
8,16,1.5427614212036134,4.196018695831299,9.568701934814452,5.054009358419313,3.6205948186409764
8,17,1.473963260650635,4.135039329528809,9.536907768249511,4.935748755666944,3.5462700215939766
8,18,1.4303476333618166,3.9699435234069824,9.395495319366455,4.846801215079096,3.6052102963140458
8,19,1.1970284461975098,3.7419681549072266,9.210978126525879,4.615261163115502,3.605988153582698
8,20,1.3137359142303469,3.7608346939086914,8.945712280273435,4.65518265803655,3.537628557741323
8,21,1.0023659706115722,3.4806675910949707,8.913101196289062,4.411228976249695,3.6402611704411845
8,22,1.0537281036376953,3.537158966064453,8.908454132080077,4.448088381157981,3.609618844732525
8,23,1.0345802307128906,3.5064446926116943,8.964409446716308,4.423756273256408,3.6024259803451795
8,24,0.969131374359131,3.239384651184082,8.46791820526123,4.198926149606705,3.5402754239853182
